	KC	g_a	k_aA	k_Aa	g_m	k_mM	k_Mm	k_am	k_ma	k_cisplatin_A	k_cisplatin_M	tot	adrn	mes	plastic
0	5000	0.35077996742146406	0.6700617846646556	0.6346954913605424	0.0043095280085601595	0.14240398595266734	0.6435491575823946	0.31495355427798954	0.6220416753328641	0.006247861121802645	0.3591965064405599	0.8173494687328569	0.7037183946651223	0.11363107406773457	0.42496517854303967
1	5000	0.08357949473438503	0.9179376272366377	0.0640649137061674	0.1922991059026079	0.6546060943842396	0.04099012676481195	0.060217574893657755	0.5781992563967708	0.4732766524126871	0.07015829066330875	0.5394957194865813	0.021899403913389143	0.5175963155731921	0.02498665060528644
2	5000	0.3067280713175581	0.6794167984885154	0.17302755966839656	0.1774450541017616	0.42480606885630035	0.16315134494572336	0.7104866434341409	0.042475780189610735	0.05594647820903198	0.4675585104166634	0.5556857763313583	0.46053536480099483	0.0951504115303634	0.10905207223069988
3	5000	0.4456268210296065	0.9940533606356069	0.17238656220641113	0.4438134499484575	0.7046788111970722	0.3339259837922359	0.058609964789161695	0.9847500490337423	0.11948247059328909	0.16104926650220364	0.7298009292333357	0.713740266538934	0.01606066269440173	0.11057803301118278
4	5000	0.41297909465940724	0.8468348987281102	0.9839935941316961	0.28268731886042453	0.9955567161918297	0.05205633160054368	0.25585427453929477	0.7805210320782651	0.4724577911204494	0.2714184140517923	0.010747924867772544	0.0014512522548666307	0.009296672612905912	0.0011810680299558897
5	5000	0.10271585594914445	0.9110789902023668	0.1435356479380986	0.08674064295202011	0.23137546712348345	0.9640706259355344	0.4057974105295101	0.9905254313224007	0.6822475881397939	0.3151283828980644	-3.9317680887565605e-12	-2.494678215584545e-11	2.101501406708889e-11	-2.6865313380040758e-11
6	5000	0.4641199241318851	0.6625025905856475	0.2938198241703299	0.19706038279335775	0.622357273873894	0.8302195201110933	0.4048856412243761	0.31204238921423844	0.6705106764983448	0.37661418065398616	-4.3334895412164037e-13	-2.844031842642517e-11	2.8006969472303532e-11	3.44351530496054e-11
7	5000	0.07656983194812317	0.665515640848681	0.8687928545570751	0.4805332038520667	0.7258087478955725	0.04642280877305993	0.6394585150906281	0.20897609124013816	0.07245494963963417	0.49837462122757886	0.0010882438002757994	3.979986122113194e-05	0.0010484439390546676	8.636709876234788e-05
8	5000	0.2906919251444773	0.13933112359347355	0.1729359305424497	0.227392407755113	0.5482381132085624	0.9508413694661768	0.24847120077281726	0.6792422990983541	0.3091048701133773	0.09171540651466309	0.11930833023532032	0.0792282841412807	0.04008004609403961	0.07339467542306694
9	5000	0.17142877957253655	0.19044445265723675	0.15192267860378317	0.2308179662968614	0.7100247504668625	0.5936103278468505	0.045102170442960166	0.12529660691443956	0.23565068631011676	0.3788841917321048	2.165665238745614e-07	1.8940775026280348e-07	2.7158773611757945e-08	9.383630711998542e-08
10	5000	0.34298845697867847	0.5169366871471386	0.8961343202774708	0.3255862151038428	0.9619856370183432	0.10098134546583315	0.007816690197788634	0.07350774121457382	0.5678105971758578	0.3257311188854863	0.002329776087886759	6.657757766973455e-05	0.0022631985102170246	0.00024800786656060627
11	5000	0.3568668196523277	0.11233627122153333	0.7299933760916357	0.4720549445799856	0.694199603944114	0.08065174928031171	0.8452694058702207	0.341739615795997	0.6957343617686843	0.441926673431105	0.03859302322347084	0.0010570469386877133	0.037535976284783126	0.004426118974943907
12	5000	0.06574641685433152	0.21324134649311832	0.7963393924110047	0.2001095556759237	0.8078060420563012	0.517266559093049	0.04657155263313861	0.533483506146359	0.3176560266186689	0.43168732239960295	1.304014398625081e-13	1.0975353415365717e-11	-1.084495197550321e-11	-1.9119284222015588e-11
13	5000	0.34440269989665745	0.11095325433425329	0.3384549678264478	0.15647764182266644	0.7488256930318828	0.3325152984881802	0.4685899844080428	0.7981403171704786	0.44588627542851755	0.16553522705700707	3.360023897081535e-05	1.1716241357225656e-05	2.1883997613589692e-05	1.5427860317427466e-05
14	5000	0.08537652679593133	0.9539758522884864	0.05249658119841272	0.45674928659950864	0.956753424684325	0.6264353255005637	0.6735883471779214	0.5165663505869685	0.6912563005479232	0.24359600035365542	0.19742862162621871	0.03255359336225453	0.16487502826396416	0.07033643359234099
15	5000	0.32528696682515046	0.14532073110352628	0.7021983937684191	0.3082798784317874	0.9398184405697896	0.8336171405498153	0.429480466861216	0.4977191506094589	0.4403622102962472	0.48487346360308897	4.315556334499453e-12	-3.6420184833693236e-11	4.0735741168192686e-11	9.308169013094136e-11
16	5000	0.16849087959655884	0.6490396363385739	0.6296584905311111	0.33774074300552615	0.5153960038896142	0.567810627957877	0.7301027184840243	0.6661394957073132	0.13291091816358835	0.2711440014629918	0.20094250932640143	0.09935661503534537	0.10158589429105606	0.10218669936688482
17	5000	0.3780719118817374	0.47943228911286484	0.9692793442073646	0.28711625855217393	0.9148028322298303	0.7073201812604752	0.1965074887351449	0.6116844847838374	0.22944953541231505	0.07745935251547187	0.5104775465367721	0.2996680135043482	0.21080953303242395	0.29057918031546376
18	5000	0.20710600304477728	0.21711809306379848	0.6206583172851463	0.4547617117728922	0.3485678055422372	0.38528212289485897	0.09876345776446127	0.9428323690164968	0.5918843057951104	0.3639881522137185	-7.923820721819568e-12	-8.96731963267574e-11	8.174937560493783e-11	-6.965387179129547e-11
19	5000	0.12392490865647926	0.07592977684851998	0.779630331255081	0.16604986197601068	0.6300383592621644	0.6474888566827028	0.11414079442101233	0.30143626190087836	0.366601983735495	0.3759792558853101	2.754498646210441e-13	1.2297597120585577e-11	-1.2022147255964536e-11	-3.9118396915498546e-11
20	5000	0.269668518385583	0.9285634277850205	0.8484373777333547	0.4343285873739728	0.20992307841357105	0.19296477747885155	0.024923360814330442	0.1989616257944038	0.017879659954375238	0.07720483543193302	0.9209535504052078	0.8526125358162914	0.06834101458891643	0.4425873246990873
21	5000	0.3962112509234055	0.0463247777582636	0.017821125397961768	0.17417877940569182	0.04196246494778211	0.3738161598280889	0.25453624607339165	0.20114539010318733	0.5339076145592507	0.1145210441192111	0.002488658844482025	0.0008835992141296523	0.001605059630352373	0.0020801536314122918
22	5000	0.45601805810578927	0.08062356739401322	0.0248576725161469	0.06380890670850314	0.4019063145444496	0.710008066424596	0.6481700285733207	0.2932648496508421	0.4187172923251027	0.44343352422262894	0.02840302898207163	0.02695822851721975	0.0014448004648518803	0.0023938489240314356
23	5000	0.19260089146722387	0.4576095997107854	0.9977642921751327	0.057187834692661144	0.7462984848804132	0.8019130966980176	0.47083316151446863	0.40204376717487944	0.14575988086639913	0.300016685389373	9.975083743802597e-08	5.5522238436608885e-08	4.422859900141708e-08	6.13706203408689e-08
24	5000	0.45305620382379697	0.9088394935971668	0.5385163018357262	0.2827420908091584	0.3938388845417342	0.09100771795758733	0.09275722523474095	0.031019819426793105	0.9809097098009062	0.115467970554132	0.5732665623149673	0.003751149489278896	0.5695154128256883	0.10412179126093067
25	5000	0.1312597628923866	0.4487609661797266	0.8924331403068598	0.14073082605726528	0.9966431948661961	0.37743554158823966	0.33319099844367084	0.018056860595003554	0.9191773952554206	0.24350219554349223	1.1902397073621338e-09	-1.638141885973893e-11	1.2066211262218726e-09	2.66561979511549e-10
26	5000	0.36148250897921413	0.7002014245525521	0.1337703553966635	0.2721792975377851	0.6421190571789187	0.3923808524071333	0.6643340379421622	0.557221900635158	0.6799592032745513	0.4472160609792219	-1.9383982993353706e-12	-2.800350132975641e-11	2.6065103030421038e-11	-3.7199337495504185e-12
27	5000	0.4389608792182277	0.8327271259649789	0.6126315561115119	0.2761082023723709	0.29369937235554744	0.3827685304221369	0.1481694676329801	0.41468801525811605	0.4107565720552455	0.15392015354708033	0.15401461194693078	0.10291853652512341	0.05109607542180735	0.07111805073000173
28	5000	0.4953013592766627	0.954351859661874	0.3421702164022151	0.48855642387648324	0.7486130220451732	0.05999268856025031	0.9841658321329501	0.5197086859696576	0.8929392159089818	0.406371452264145	0.1374980341080717	0.004283304112947326	0.13321472999512438	0.009520430782260203
29	5000	0.0715754218183442	0.4349977349621369	0.5750224191300949	0.22873429229421055	0.13417860507306278	0.7501109302499667	0.4332341993361266	0.7055223131339349	0.79844655933365	0.27079694117715686	-3.254108737531539e-11	-1.0004555055404805e-10	6.750446317873266e-11	-1.3112086855304654e-10
30	5000	0.14116725875358227	0.5343501295801616	0.9596099450673284	0.39540813751756926	0.46793614047590326	0.7187543873959988	0.13646011962316917	0.07152622997630553	0.9528183909723587	0.29942471220565897	0.14717410823592011	0.00636657211698818	0.14080753611893193	0.08836915116088892
31	5000	0.45771958502673044	0.20848492636411597	0.7441849179787845	0.2178859893257981	0.4635981333863738	0.2903863839208298	0.8114020232034725	0.31949342439171435	0.2567373660984028	0.09534301464892375	0.528919700736644	0.07977827589602843	0.4491414248406155	0.23330202990476545
32	5000	0.4319330354975985	0.28951687011324645	0.6158774548829313	0.24534500841262064	0.9222798073245969	0.05355059943528606	0.24094885813974065	0.29225512470885007	0.6761220940959594	0.15746367756895163	0.32126623548685646	0.007410312390243069	0.31385592309661337	0.020194288190614036
33	5000	0.46951083729641474	0.9215887562082857	0.20328195760567702	0.2611267216350092	0.08094451398134617	0.5781940959626762	0.39515624692308904	0.7341218045227497	0.45235403317027856	0.1605575987278205	0.05929183822688	0.052160971077613826	0.007130867149266163	0.015981192878769594
34	5000	0.2056064194438293	0.49256587301545207	0.9423252018792124	0.08110794237391894	0.39329167689437017	0.8648923833319688	0.9949990171431912	0.5456141645159658	0.47766109115671185	0.17200135619280604	2.043609267856033e-11	2.1739008865239193e-10	-1.969539959738316e-10	8.136003950777029e-11
35	5000	0.3282647090064172	0.30193762329444396	0.6100573866711952	0.21535840545224993	0.33031301201575547	0.06969183898696407	0.8156936213301588	0.7400161466591321	0.365088387477324	0.23523951107032814	0.000515426250290437	9.303735068902029e-05	0.0004223888996014168	0.00013360484389412526
36	5000	0.14944689180040643	0.2026386581664048	0.12034216180736756	0.160307362452008	0.5597532790053098	0.4150046052853774	0.10153654463858974	0.2919421580158271	0.0838376887413873	0.3679841931897908	0.294275856008919	0.27230079177798644	0.02197506423093258	0.1017836627689669
